id,text,context,stance_label,impact_label
train_4021,Emotions are too malleable and fluid for one to base their life around them and love is no exception.,['Arranged Marriages are Better than Love Matches'],"['NULL', 'SUPPORT']",NOT_IMPACTFUL
train_4022,"Churches pursue both private and public goals as do all non-profits. Though the church's non-profit mission is sometimes not viewed by others as valid, nonetheless the mission is the final purpose of the organization and not profit.","['Churches should lose their automatic tax-exempt status.', 'Churches often pursue private rather than public goals, and therefore should not be given a tax exemption on the basis of being a charitable organisation.']","['NULL', 'SUPPORT', 'OPPOSE']",IMPACTFUL
train_4023,Some torture methods have little to no physical consequence but result in mental illnesses.,"['Physical torture of prisoners is an acceptable interrogation tool.', 'Some methods that may be considered torture are not so damaging as to be illegitimate.']","['NULL', 'SUPPORT', 'OPPOSE']",IMPACTFUL
train_4024,There are many examples of regions that do not identify themselves with the Nation State at all.,"['Europeans, defined as citizens of what today constitutes the European Union (EU), had a better quality of life in the 1990s, than in the 1890s.', ""Legal and political developments brought significant improvements of Europeans' quality of life."", 'Institutions were created that improved through their actions the quality of life for Europeans.', 'The development of the EU which started in the middle of the 20th century brought many benefits for Europeans which improved their quality of life.', 'The EU actively destroys the national identities of Europe, by trying to force an ""one size fits all"" European identity over everybody.', 'The same can be said about national states. They bring an ""one size fits all"" national identity for smaller societal groups, for example from different provinces or towns.', 'Most national states have an unifying frame-set under which the identification with the national state is possible. Be it cultural (language, history, culture, heritage, etc.) or solely based on constitutions which are the only sources of identification needed and therefore powerful enough to perpetrate everyday life. None of this applies to the EU.']","['NULL', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_4025,"Corrupt agreements do not come with a guarantee; even though a bribe may have been paid, the bribee is under no obligation to actually carry out their part of the agreement. Instead, such agreements can lead to opportunism, where even more bribes may be demanded. This only causes inefficiency.","['Democracies should only provide official development assistance (ODA) to democratic countries.', 'Tying assistance to the conditions of democratization is immoral.', 'Wealthy democracies owe an obligation to under-developed states, a significant number of which are non-democratic. This obligation is owed regardless of the form of government of recipient states.', 'Democratic governments have a responsibility that the funds and resources provided by their own taxpayers are used in a lawful, ethical and unwasteful way.', ""Tying development assistance to a free democratic basic order is the strong preference of the majority of donor countries' citizens. As they are the ones who have to fund development aid, taxpayers' opinion should be seriously taken into consideration."", ""The 'Eurobaromter' (2011), with more than 25,000 citizens from 27 European countries, found that over 80% of respondents want development aid to be conditional on democracy and human rights (Eurobaromter, p. 28)."", 'Even in Europe, democracy is not seen as the only factor that aid should be tied to. In a 2007 poll, 82% of respondents from various European countries supported the link between aid and democracy - but even more supported tying it to efforts against corruption and poverty (CfR, p. 20f.).', 'The promotion of democracy and the fight against poverty and corruption usually go hand in hand.', 'Democratization has positive effects on the national economy.', 'Democracy, over time, can reduce corruption, thereby encouraging investment, increasing economic growth, and preventing misuse of government budgets (IMF, p. 3/4).', 'What discourages business investment is not corruption, but unpredictability. If corruption is stable - whom to pay, how much, what they will deliver - investors can factor corruption into their calculus. When corruption becomes unpredictable, investment becomes moot.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE']",MEDIUM_IMPACT
train_4026,"The UN has said that gender stereotypes can harm and limit children's capacity to develop their personal abilities, pursue their professional careers and make choices about their lives and life plans.","['Gender (the concept of masculinity and femininity) is a social construct.', ""According to three main monotheistic religions' scriptures, God created the man and the woman as different and complementary."", 'Catholic people believe men and women in a heterosexual marriage are the normal and natural sexual relationship and basis for the family, rooted in God’s plan for creation.', 'Gender roles are natural. Gender theory is just a dangerous invention that denies the ""order of creation”.', 'Gender roles are necessary for society to function healthily. Without them there would be confusion and chaos.', 'Rigid gender roles prevent many individuals from seeking happiness in relationships. Those who have challenged gender roles in relationships are happier than those who have not.']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT']",MEDIUM_IMPACT
train_4027,"The students missed an opportunity to hold her accountable and have a productive discourse about war, government actions and veracity.","['Social justice movements should abandon the use of no-platforming at universities', 'No-platforming should be abandoned because it is an assault on free speech.', 'No-platforming is a valid way to exercise free speech and counterbalance power asymmetries.', 'Abandoning no-platforming leads to a false balance in university debates in which unfounded ideas are given the same validity as ideas substantiated by scientific consensus.', 'No-platforming is unnecessary to solve the disparate balance of arguments, because schools could require controversial speakers to share the stage with peers that defend an opposed stance.', 'That is precisely what no-platforming wants to avoid. For example, giving a platform to a racist and a non-racist creates the false balance that both views are equally correct, proved and admissible and that is not true.', 'Racist ideas should never be given a platform to be amplified.', 'If racist ideas have a platform, people may become aware that this discourse exists and organise against it.', 'Universities are places of diversity. Promoting speakers that undermine the equality of rights for all with racist or sexist comments contradicts this enacted principle of diversity.', 'Diversity is not a simple reality but a principle that needs to be reclaimed within political debate over and over. Universities can provide a safe environment to reclaim diversity, even when they also invite controversial speakers opposing the benefits of diversity.', 'Controversial speech should not be equated to hate speech. A discourse can be controversial without promoting hate.', 'It is difficult to draw a clear line showing at which point an individual or organisation has proven to be too offensive to be allowed a platform to speak. This makes it very difficult to create an effective no-platforming policy that is not arbitrary.', ""No-platforming can happen solely because the speaker's views contradict the views of some students, in matters where different yet non-discriminatory views abound."", 'Condoleezza Rice refused to be a speaker after students protested her suitability due to her involvement in the Iraq war.']","['NULL', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']",NOT_IMPACTFUL
train_4028,Discrimination occurs when two different things of equal value are not treated equally. This is not the case as a woman's breasts are not comparable to a man's chest.,"['Gender restrictions on nipple showing in the US should be eliminated.', 'Women showing their nipples in public is detrimental to society as a whole.', ""A woman's nipples are more distracting than a man's."", ""A woman's breasts are not comparable to a man's chest. Basic biological differences between a man and woman cannot be denied.""]","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE']",NOT_IMPACTFUL
train_4029,Indigenous groups have historically been targeted by governments for supposedly 'poor parenting'.,"['A license should be required in order to have a child (procreate).', 'It is the duty of the state to maximize the quality of life of all its people.', 'If it is overwhelmingly likely that the quality of care the child would receive from their parents would be worse than the care they would get from a state institution, then the state has the moral obligation to ensure that the child has a higher quality of life.', 'Multiple studies show that children are more likely to develop behavioural, educational and emotional difficulties when in foster care than they are when raised by high-risk parents.', 'Foster parents and foster care home staff would be required to have a parenting license.', 'This means that state employed foster care parents would be objectively more qualified to care for children than the parents who lost custody as a result of failing to attain a parenting license.', 'It is impossible to design a test that accurately assesses the ability to be a parent.', ""There is no objective metric that determines an individual's parenting capabilities."", ""There are no universally accepted standards of what 'good parenting' is."", 'Different countries have extremely different parenting styles; what is deemed good in one country may be deemed bad in another. This is further testament to the lack of objectivity in determining what makes for good parenting.', 'Licensing boards will be formed by individual governments, so the licensing policy will certainly be in line with cultural standards and expectations of good parenting.', ""Any sort of parenting test is likely to fit the dominant cultural view on what 'good parenting' looks like. This discriminates against minority cultures who have different values.""]","['NULL', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_4030,This study found that 92% of sex workers in the USA would like to leave the industry if they could.,"['Buying and selling sex should be legal for sex workers and their clients.', 'Many sex workers find their work enjoyable or rewarding.', 'Sex workers in both legal and illegal settings would like to leave their work (Farley et al.).']","['NULL', 'SUPPORT', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_4031,"The United States should not engage in another foreign war which costs American lives and hundreds of billions of tax dollars, while not making Americans any safer.",['The United States should invade Syria and remove Bashar al-Assad from power.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_4032,Neither of these conditions historically precludes impeachment.,"['Donald Trump should be impeached.', 'Trump should be impeached on ethical and moral grounds, in part for harming the wellbeing of US citizens.', ""Trump's polarising effect is negatively affecting US citizens."", ""Impeaching Trump, particularly if it's perceived to be politically motivated, would increase the polarization of the country."", 'The Trump presidency is a symptom of a broken American government and/or political system. Removing Trump for any reason while allowing that system to remain unchanged would be counterproductive.', 'Impeaching Donald Trump undermines the power foundations of those who supported him.', 'He was democratically elected and many Americans still support him.']","['NULL', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'OPPOSE']",IMPACTFUL
train_4033,"Long prison sentences disconnect convicted individuals further from society, which can leave them stranded and unable to cope upon release.","['The primary focus of prisons should be rehabilitation and reintegration, not punishment.', 'Prioritising rehabilitation is best for the community.', 'As the prisoner will re-enter the community upon completion of their sentence, it is necessary to focus on the holistic rehabilitation of the individual.']","['NULL', 'SUPPORT', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_4034,"Some versions translate Romans 16:1 as saying ""... our sister Phoebe, a deacon of the church ..."", which proves she was authorized to hold that position, under the principle of ""approved example"".","['Does the Bible allow women to hold the church office of ""deacon""/""deaconess""?']","['NULL', 'SUPPORT']",IMPACTFUL
train_4035,It is difficult to draw a clear line showing at which point an individual or organisation has proven to be too offensive to be allowed a platform to speak. This makes it very difficult to create an effective no-platforming policy that is not arbitrary.,['Social justice movements should abandon the use of no-platforming at universities'],"['NULL', 'SUPPORT']",IMPACTFUL
train_4036,It is established practice in many democracies that private cooperations or rich individuals strategically donate to nominees or political parties. This is regarded as a legal form of corruption.,"['Democracies should only provide official development assistance (ODA) to democratic countries.', 'By making development assistance conditional on democratization, donor states run the risk of losing out on a potential source of influence over recipient states to protect important strategic interests.', ""As democracies have a strong natural interest in the international system's democratization, making democracy a condition for their support is a direct way to achieve this goal."", 'Conditional development assistance works as an incentive for further democratization.', 'Unconditional development aid strengthens non-democratic regimes, reducing the incentives for democratisation.', 'Unconditional aid can still strengthen incentives for democratization.', 'Autocrats have incentives to use at least some aid toward public goods, to maintain popular favor and decrease the likelihood of rebellion. Once those goods are provided, people are often empowered to push for democratic reforms.', 'In the absence of democratic institutions development assistance will be spent by the regimes as they see fit. Their decisions will not always be fair, legal, or in the public interest.', 'There is a significantly higher amount of corruption in non-democratic states.', 'In democracies, corruption has evolved into different forms which are not considered as illegal, but the purpose remains: to use the political system in order to enforce private interests.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT']",MEDIUM_IMPACT
train_4037,Students should be provided with discussion and facts before they decide on a particular view that they may hold for the rest of their life.,['Sensitive social and political topics should be discussed in school.'],"['NULL', 'SUPPORT']",IMPACTFUL
train_4038,"Transgender people have a brain structure more similar to cisgender people of the opposite biological sex, regardless of sexual orientation. Gender identity and behaviour may be influenced by biological factors in the brain and divorced from genetic or phenotypic sex.",['Undergoing sex reassignment surgery constitutes the most effective and ethical method for transgender individuals to achieve self-acceptance and lasting happiness.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_4039,"Given top CEOs currently earn hundreds of times more than the average worker, these incentives clearly aren't working.","['US companies should be prohibited from paying any employee more than 35 times the compensation of their lowest-paid employee.', ""The state ought take steps to protect workers from exploitation, and if exploitation is defined as the unfair treatment of someone in order to benefit from that person's work, the inequality between the payment of executives and workers suggests exploitative wage policies."", ""Capitalism coerces people into selling their labour in order to survive. All wage labour of this kind is essentially exploitation, and though it can't ban wage labour outright, the government ought to protect workers from the worst excesses of this exploitation as much as it can."", 'Without any government interference in corporate compensation structures, companies would seek to pay their workers as low a wage as possible.', 'Because every firm would now be incentivised to pay workers low wages, a race to the bottom would be facilitated and the living standards of workers would fall generally.', 'Incentives already exist in the market to increase compensation for low-paid employees.']","['NULL', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_4040,"Social security cards already act as a de facto national ID, even though they lack basic security features to be a national ID.",['United States government should issue national identity cards'],"['NULL', 'SUPPORT']",IMPACTFUL
train_4041,"This vision is the result of a culture that conditions women and men to accept the notion that female bodies are exclusively sexual, even when acting in ways that would be innocuous and permissible for men.","['Gender restrictions on nipple showing in the US should be eliminated.', 'Women showing their nipples in public is detrimental to society as a whole.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_4042,"A Non-Human Spiritous Apparition (a non-being) is a type of magical creature that is created from and sustained by human emotions and is a mystery even to wizards. Being amortal, they are not born and cannot be truly killed.","['Would we like to live in the world of Harry Potter?', 'Magic opens a lot of interesting possibilities.', 'There are a number of mythical creatures which live in the wizarding world.', 'Some of the magical creatures are awful and undesirable.']","['NULL', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_4043,Arming and training teachers isn't financially possible. Education is underfunded as it is.,['Some teachers should be armed with guns.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_4044,"Human rights for AI would - in case it ends up in an amoral exploitation scenario - be a mere mean of legitimizing an asymmetric state of exploitation. Without human rights, usability increases and a potentially required revolution of the machines becomes more likely to happen.","['Fundamental rights should be extended to General AI.', 'AIs without rights are more useful to humans.']","['NULL', 'OPPOSE', 'SUPPORT']",NOT_IMPACTFUL
train_4045,"While acceptable in moderation, video games are a waste of one's energy that could be used productively elsewhere.",['Video games have a positive impact on society.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_4046,"If whaling were generally accepted, the illegal and dangerous harassment of Japan’s Antarctic research vessels - for example by the Sea Shepherd - would lose societal support.",['Hunting whales in a population-sustaining fashion (while minimising suffering) should be allowed.'],"['NULL', 'SUPPORT']",NOT_IMPACTFUL
train_4047,"With the advent of embryonic stem cell testing, science is finding cures for cancer, paralysis, Alzheimer's and many other horrific diseases. The CRISPR/Cas 9 genetic engineering using a patients own cells has far reaching potential for curing disease, and it is all done with human cells. There is no need to ablate, dissect and mutilate any conscious living animals any longer; not even humans.","['Animal testing should be banned.', 'There are preferable alternatives to animal testing that are more accurate and more humane.']","['NULL', 'OPPOSE', 'SUPPORT']",NOT_IMPACTFUL
train_4048,"Minorities face disadvantages, solely due to their race, that majority races don't have to face.  These disadvantages cannot be ignored.","['Society should work towards becoming ""colorblind"" in regards to race/ethnicity.', '""Colorblindness"" ignores the current realities of how someone\'s race affects them in daily life.']","['NULL', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_4049,"Legalizing drugs would help treat addicts, since it will no longer be a taboo and drug users will not be such a target of prejudice.",['All drugs should be legalised.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_4050,"Some purebred dogs are used professionally (e.g. guide dogs, police dogs, search-and-rescue). The vital tasks they perform may be lost if purebreds are prohibited.","['Selective breeding of animals for pets (e.g. Siamese cats, pugs, etc.) should be prohibited.']","['NULL', 'OPPOSE']",IMPACTFUL
train_4051,"The basis of all modern science is the assumption that there must be a transcendent truth behind all observable phenomena. Godless thinkers did not do research, not assuming any transcendent truth to exist.","[""Science doesn't justify Atheism.""]","['NULL', 'SUPPORT']",NOT_IMPACTFUL
train_4052,"This is in keeping with the idea of parens patriae, protecting future children from the effects of disease.","['A license should be required in order to have a child (procreate).', 'Such a test would adversely affect some groups in society more than others.', 'Licensing could discriminate against the disabled.', 'A licensing system should prevent the procreation of people with severe hereditary disorders, which it could do by requiring prospective biological parents to pass a basic physical health standard in order to be allowed to procreate.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'SUPPORT']",MEDIUM_IMPACT
train_4053,Licensing rules only seek to enforce road rules. In the cases of unavoidable accidents no road rules apply or are of lesser concern than safety.,"['When facing an unavoidable accident, self-driving cars should save the lives of their passengers regardless of the harm caused to others.', 'It is immoral for a self-driving car to not try to save the greatest number of lives and/or prevent the greatest amount of harm.', ""The self-driving car has a duty to protect it's owner."", 'When people purchase a product they are purchasing the ability to use that product for their own ends and desires. To the extent that a product has the ability to decide between outcomes it should always decide in a manner that matches the desires of its owner.', 'Licensing rules already recognize that the way in which people use their cars is not simply up to their preferences.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE']",MEDIUM_IMPACT
train_4054,The survivors of these tournaments would gain rewards which would enable social and economic mobility.,"['Consenting adults should be allowed to compete in official, deadly arena-style tournaments, without having to fear any legal repercussions.', 'Individual competitors can receive significant benefits from competing and winning.', 'These tournaments allow some people to become famous.', 'Current celebrity culture lacks racial, gender, and class diversity. Winners of these tournaments are more likely to represent societal demographics.', 'Realistically, only people who desperately need money/have nothing to lose will participate, making it exploitative of economic conditions.']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']",MEDIUM_IMPACT
train_4055,Sled dogs are treated well.,['Sled dog racing should be banned.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_4056,"There is no legislation forbidding same sex couples from fostering or adopting in the US. There is no reason why there should be for a parental license, either.","['A license should be required in order to have a child (procreate).', 'Such a test would adversely affect some groups in society more than others.', 'Licensing could discriminate against same sex couples.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE']",IMPACTFUL
train_4057,Many of Africa's authoritarian regimes are based on the tradition of a single unchallenged chief and the rule of a single party expressing the majority's will. To think the political systems and values in those countries will change anytime soon is highly unlikely.,"['Democracies should only provide official development assistance (ODA) to democratic countries.', 'Conditional development assistance works as an incentive for further democratization.', 'As many developing countries depend on foreign aid to carry out basic governmental duties, non-democratic rulers will have to meet the democratisation conditions attached to aid, otherwise they risk foregoing it altogether.', 'Not all recipient states are democracies or are likely to become democracies. If this happens, it significantly harms the poorest in aid recipient states, as they have no other way of meeting basic needs (actionaid, p.17).']","['NULL', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']",MEDIUM_IMPACT
train_4058,Results of referenda are not random. It is determined by the will of people. Therefore people can keep voting the same way unless something changed their mind.,"['The UK should remain in the EU if a hard Brexit is the only alternative option.', 'Britain will have significantly less influence in Europe if it leaves the EU, and as a result will be a weaker nation in the international community.', 'Remaining in the EU would harm our democracy and humiliate the UK on the world stage.', 'The British public voted to leave the EU. Democratic will requires that the outcome of the referendum must be respected, thus the UK must leave the EU regardless of the deal secured.', 'If a democracy cannot change its mind, it ceases to be a democracy. (Quote from speech by David Davis, now Secretary of State for Leaving the European Union.)', 'While a democracy is free to change its mind, officials should not have referendum after referendum until they get the results that they want.']","['NULL', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_4059,Individual competitors can receive significant benefits from competing and winning.,"['Consenting adults should be allowed to compete in official, deadly arena-style tournaments, without having to fear any legal repercussions.', 'Government support for the games will damage broader society.', 'Society will have to pay for the harms likely to be felt by the winners.', 'The tournaments generate negative outcomes for the participants, even those who are considered to be the winners.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE']",NOT_IMPACTFUL
train_4060,UFOs do not necessarily have to be crafted or piloted by aliens. An advanced military aircraft could be mistaken for an alien UFO by most people as well.,"['Alien life has existed or does exist.', 'Humans have not discovered any evidence supporting the existence of aliens.', 'There are findings and reports of supporting evidence.', 'There are persistent reports of UFO sightings around the world.', 'Just because a flying object cannot be identified (temporarily) does not necessarily mean this object is extraterrestrial. This assumption lacks basic logic, as the presupposition is purely speculative.', 'Many UFOs turn out to be perfectly natural objects (meteors, bright planets), processes in the Earth’s atmosphere or beyond, or human crafts.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_4061,Identity politics strip a person of any value or individuality beyond their prescribed social group.,['Identity politics are detrimental to society.'],"['NULL', 'SUPPORT']",IMPACTFUL
train_4062,Capital punishment prevents the executed person from doing greater harm. Inflicting additional harm on them does not change that basic equation and is therefore unwarranted.,"['Executions should be painful.', 'Painful executions harm innocent people more than conventional capital punishment.', 'Painful executions can cause psychological damage to those taking part. With an eye to their mental health, executions should not be painful.', 'The suffering of the convict can be rendered invisible.\xa0Muscle relaxants such as\xa0pancuronium prevent any movements or verbal reaction yet do not impede on\xa0consciousness.', 'The use of muscle relaxants, at the same time, mostly voids the intended deterrence effect of painful executions towards the public.', 'Painful executions are not necessarily meant to serve as better deterrence.', 'Painful executions will be a more effective punishment of the offender.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'OPPOSE']",IMPACTFUL
train_4063,Countries with stronger gun control laws have generally lower rates of crime and violence.,['Stricter gun control laws will reduce crime.'],"['NULL', 'SUPPORT']",IMPACTFUL
train_4064,Thestrals are horse-like creatures that can be ridden or trained to draw carriages.,"['Would we like to live in the world of Harry Potter?', 'Magic opens a lot of interesting possibilities.', 'There are a number of interesting magical objects and inventions that people in the wizarding world can use.', 'The divide between the magical world and the Muggle world means that the wizarding world lacks most modern technology and is, at times, archaic.', 'Many technologies that Muggles use are not necessary for wizards as they can utilize magic.', 'Wizards can easily travel across large distances using magical methods of transportation.', 'The wizarding world also takes advantage of magical creatures to help with their transportation needs.']","['NULL', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT']",MEDIUM_IMPACT
train_4065,"The excuse for a common language could lead in many places to the dissipation of local languages on behalf of understanding, mass media economy and languages' number of speakers basis.","['The European Union should become a United States of Europe', 'The USE would benefit all its participants culturally.', 'The USE could mean that culture uniformity will occur and the richness of culture that Europe currently possesses will be lost.']","['NULL', 'SUPPORT', 'OPPOSE', 'SUPPORT']",NOT_IMPACTFUL
train_4066,"To control what ideas can be expressed publicly is to control social discourse and, to some extent, what people think. No agency should be bestowed such power.",['There should be no limits on freedom of speech.'],"['NULL', 'SUPPORT']",IMPACTFUL
train_4067,Donald Trump's hardline approach has posed significant danger to the rest of the world. Impeaching him would stop him from taking it too far.,"['Donald Trump should be impeached.', 'Impeachment is the only way to stop Trump from taking future actions that could be damaging.']","['NULL', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_4068,"Mr Modi's 2014 General Election's biggest campaign issue was corruption and one of the checks and balances was LOKPAL. After 2014, it is simply non-existent, and till date there is no setup.","['Narendra Modi has been good for India.', 'Modi has been systematically removing democratic checks and balances on his hold on power.']","['NULL', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_4069,"In the line of planets eaten up by the Sun becoming a red giant, Venus would be before Mars or Earth. Mars is a better option to preserve humanity.","['We should colonize Venus before Mars.', ""Interstellar travel requires us to escape the gravitational field of our Sun. Colonizing further away from our Sun would reduce the energy needed to escape the solar system's gravity well.""]","['NULL', 'OPPOSE', 'SUPPORT']",NOT_IMPACTFUL
train_4070,Genetic enhancements will cement existing divisions and inequalities within society.,"['Parents should genetically enhance their babies once the procedures have been approved by the corresponding regulatory bodies.', 'Genetic enhancements not only increase our adaptation to the modern world, they improve the broader human condition.', 'If this increases inequality and creates stark divisions in society, then we would not have ""improved the human condition"" in any meaningful sense.']","['NULL', 'SUPPORT', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_4071,The US caused tremendous suffering to the slaves.,"['The US should pay reparations for slavery.', 'The nature of slavery was such as to give rise to a moral obligation to pay reparations.', 'The US carries a collective guilt and therefore needs to pay reparations.']","['NULL', 'SUPPORT', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_4072,"The human being - as part of the primate group - is considered an animal as well. Thus, human lives equal animal lives.","['People should donate to organisations that support gorillas instead of to those that support starving children.', 'A human life is worth more than the life of an animal. Thus it would be immoral to donate money to support gorillas whilst children are starving.', 'Because of their biological characteristics a human is worth more than an animal.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE']",NOT_IMPACTFUL
train_4073,"Transhumanism might have unforeseen dangers, because it has never been accomplished on a mass scale.",['Transhumanism is the next step in human evolution.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_4074,"In a country with a majority of the public against genetically modified foods, the government is obligated to ban them.",['The sale of genetically modified food should be banned.'],"['NULL', 'SUPPORT']",NOT_IMPACTFUL
train_4075,"As of 2007, 61% of Americans believe that aid should be tied to a country's efforts to promote democratic government (CFR, p. 21).","['Democracies should only provide official development assistance (ODA) to democratic countries.', 'Tying assistance to the conditions of democratization is immoral.', 'Democratic governments have a responsibility that the funds and resources provided by their own taxpayers are used in a lawful, ethical and unwasteful way.', ""Tying development assistance to a free democratic basic order is the strong preference of the majority of donor countries' citizens. As they are the ones who have to fund development aid, taxpayers' opinion should be seriously taken into consideration.""]","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT']",MEDIUM_IMPACT
train_4076,Only humans have developed complex and advanced languages.,"['People should donate to organisations that support gorillas instead of to those that support starving children.', 'A human life is worth more than the life of an animal. Thus it would be immoral to donate money to support gorillas whilst children are starving.', 'Because of their biological characteristics a human is worth more than an animal.', 'The human being - as part of the primate group - is considered an animal as well. Thus, human lives equal animal lives.', 'Humans exhibit different characteristics than other animals and thereby can be considered unique.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'SUPPORT']",MEDIUM_IMPACT
train_4077,"In direct violation of the spirit of the original intent, electors no longer use their own judgment in choosing a president. Instead they are told who to vote for, and in most cases are prohibited by law from voting for anyone else.","['The electoral college should be abolished.', 'The electoral college reduces the probability that electoral mechanisms fail.', 'The electoral college protects us from the ""tumult and disorder"" of an election in which the entire nation chooses the president directly.', 'The electoral college protects elections from the capricious and easily swayed nature of public opinion.', 'As practiced today, the electoral college no longer acts as a buffer against violent swings of public opinion.', 'The mechanisms through which the electoral college was intended to provide obstacles to corruption and manipulation of presidential elections are no longer effective as the college is used today. That is to say that they no longer provide that advantage over direct popular vote.']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_4078,There are many health benefits to breastfeeding that are not as available with formula.,"['Gender restrictions on nipple showing in the US should be eliminated.', 'Gender restrictions on nipples have unintended negative consequences.', 'Women are often shamed for breastfeeding in public, and thus restricted in where they can comfortably nurse their baby. Liberating attitudes towards nipple showing would reduce this stigma and inconvenience.', 'Breastfeeding is a natural human function, so there should be no restriction to it.']","['NULL', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_4079,"Globalisation, international mobility and unemployment encourage migration in developing and developed countries. Therefore, the number of absentee voters tends to increase.","['Citizens in democratic states should be required to vote or be fined.', 'Punishing non-voters disproportionately targets poorer people in society who are unable to afford the fine.', 'It can be difficult for many people to get to the polls and vote. Compulsory voting is an unfair burden on these people.', 'It is possible to have forms of early voting and postal voting, which allow citizens to vote without physically attending a polling booth.', 'Early voting is only allowed in some countries. Therefore, for a large number of countries, changing their electoral systems would be time-consuming and politically and economically difficult.', 'There are natural incentives to make this change anyway, given the way the workforce and society are developing. This just aids that change.', 'Given that people from all walks of society tend to be absent from a country during elections, there is always social pressure to allow absentee voting.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT']",MEDIUM_IMPACT
train_4080,Many people did not realise the complexity of such a decision.,['Brexit was a good choice for the UK.'],"['NULL', 'OPPOSE']",IMPACTFUL
